id,age,checking_status,class,credit_amount,credit_history,duration,employment,existing_credits,feat01,feat02,feat03,feat04,feat05,feat06,feat07,feat08,feat09,feat10,foreign_worker,housing,installment_commitment,job,num_dependents,other_parties,other_payment_plans,own_telephone,personal_status,property_magnitude,purpose,residence_since,savings_status
13,21,'no checking',good,15824,'delayed previously',60,'4<=X<7',2,0.2530963622058588,0.595797228823551,1.1643141786105031,0.7519327630522179,0.9086810718997667,0.7743866869359552,0.9222938051619413,0.7606929357616818,1.1779156348940274,0.4450773619784725,yes,own,2,skilled,1,none,none,yes,'male single',car,radio/tv,4,'<100'
14,35,'no checking',good,2488,'existing paid',24,'>=7',1,0.66185276907943,0.6789986610500437,1.2332325384833975,0.7041083643154249,1.546934561595904,1.004595969018819,0.6108181636717906,0.7505702908818014,1.101247630114425,0.44421544996469653,yes,own,4,'high qualif/self emp/mgmt',1,none,none,yes,'male single',car,'used car',4,'<100'
15,61,'no checking',good,1695,'critical/other existing credit',12,'4<=X<7',1,0.6089482242127185,0.5730889811798192,1.466508940317011,1.4277382026267302,0.7679816035288308,0.605632850287795,1.045872936295316,1.3957381299538614,1.0410012745969313,0.3530893255517603,yes,own,4,skilled,1,none,none,none,'female div/dep/mar',car,education,2,'no known savings'
16,40,'no checking',good,1700,'critical/other existing credit',24,'4<=X<7',2,0.5012480138698313,0.5393628005453946,0.6938277454374986,1.0924134844260964,0.531194292683167,0.8588807068426306,0.6492480877600884,0.793062735214492,0.8629977201509628,0.5448211162445519,yes,own,4,skilled,1,none,none,none,'male single','life insurance',furniture/equipment,3,'<100'
17,23,'0<=X<200',good,1410,'existing paid',15,'<1',1,0.28795076888081605,0.6840116928734967,1.227877234929371,1.6084677621331904,1.2533697928180283,0.6532395471481871,1.284913012145155,0.6811185378601642,1.0398000049164566,0.3522909822839896,yes,own,4,skilled,1,none,none,none,'male single','life insurance',radio/tv,1,'no known savings'
18,24,'<0',good,1835,'existing paid',24,'<1',1,0.3807984423328878,0.4766349855209234,0.9542833593495048,1.2737614311273768,0.93405114335168,1.6067219608370076,0.8393164142634343,1.3079258978441173,0.6554744029416368,0.23810879857760425,no,own,4,'unskilled resident',1,'co applicant',none,none,'male single','life insurance',furniture/equipment,1,'<100'
19,50,'no checking',good,1610,'existing paid',12,'1<=X<4',1,0.4665783860216092,0.6873527512352209,0.6991426087052803,0.6865604172285049,0.9533148215085453,0.7202488401898843,1.3161873900777379,0.7827877744217744,1.014866224264634,0.3806185434575269,yes,own,4,skilled,1,none,none,none,'male single','real estate',furniture/equipment,2,'<100'
20,23,'no checking',good,2552,'critical/other existing credit',21,'<1',1,0.39649854452034683,0.5702907426363377,1.147188153400187,0.506635955532496,0.9137301774669695,0.6224584830612684,0.914977187357066,1.0085596970180442,1.1669284663629726,0.690768932759132,yes,own,4,skilled,1,none,none,yes,'female div/dep/mar','life insurance',furniture/equipment,4,'<100'
21,40,'no checking',good,1490,'critical/other existing credit',24,'4<=X<7',2,0.718715573880126,0.5946580876669979,0.4587354928293557,1.1184509747269658,0.8220030427591706,1.0125717913037877,0.6099519683113033,0.6959640547439239,0.3717397024928676,0.5099057935226697,yes,own,4,skilled,1,none,none,none,'male single','life insurance',furniture/equipment,3,'<100'
22,25,'<0',good,1299,'critical/other existing credit',15,'1<=X<4',2,0.33898216409992765,0.6833721541017352,0.983741615871278,1.224446321397323,1.156547245619233,1.051984092468277,1.3856565296197116,0.8373893614614809,1.3341269960703772,0.7118540954899664,yes,own,2,skilled,1,none,none,none,'male div/sep','life insurance',furniture/equipment,3,'<100'
23,28,'<0',good,3477,'existing paid',24,'1<=X<4',1,0.2745276793584744,0.6129818156662864,1.3414107196068892,1.3240397170153717,1.0029423618423343,0.7790015192372942,1.0538410464687211,1.05082278525361,1.649546710591727,0.22083015797390282,yes,own,2,skilled,1,none,none,none,'female div/dep/mar',car,radio/tv,4,'<100'
24,50,'0<=X<200',bad,2781,'existing paid',36,'1<=X<4',1,0.574126361890478,0.4571154094265949,1.2562423935219995,0.5460368747438759,1.02780791426065,0.7798983414180831,0.6543046690176255,0.41455465570795713,1.6121337786018852,0.820860823789125,yes,'for free',4,skilled,1,'co applicant',none,none,'female div/dep/mar','no known property',radio/tv,4,'100<=X<500'
25,45,'<0',bad,2073,'existing paid',24,'>=7',1,0.52318712145904,0.49051852109603755,0.8825525877648417,1.2778698442623577,0.8176736772275277,1.6336633271874978,0.5788721121939491,0.6343125830378826,1.3374638987495868,0.42777573463506713,yes,own,4,skilled,1,'co applicant',none,none,'male single','real estate','new car',1,'<100'
26,30,'no checking',good,885,'critical/other existing credit',18,'<1',2,0.5257379995537941,0.4758279644828757,1.265750242902134,0.8293303946975678,0.6549151618574218,0.6073958545691313,1.3040953787002543,0.3701271981225117,0.636356666048854,0.6022590704612331,yes,own,4,skilled,1,none,none,none,'female div/dep/mar','life insurance','new car',1,'<100'
27,57,'0<=X<200',bad,14184,'existing paid',36,'>=7',1,0.5262824526658436,0.5929262392251382,1.0524094448209367,1.4939679326839554,0.103707662384537,1.3312434249579874,0.7715239238344884,0.7109481122114777,0.9818408820312986,0.668732959989288,yes,'for free',4,'high qualif/self emp/mgmt',1,none,none,yes,'male single','no known property','new car',2,'<100'
28,38,'0<=X<200',good,1254,'existing paid',15,'>=7',2,0.5695759092324402,0.4731815447356236,1.4776168977341508,0.35619823662061684,0.6160685648136677,1.2106483980408922,0.6832766812588138,1.0962713441440548,0.7744722498032677,0.5946269431554705,yes,own,4,'unskilled resident',1,none,none,none,'male single',car,repairs,4,'<100'
29,31,'no checking',good,3134,'existing paid',10,'<1',1,0.3002123576317207,0.4979566960827378,1.2095063486104058,0.9550483160031382,0.392052606981683,0.9453195771939147,0.9689064588110535,0.6811865214636178,0.8253446795860615,0.5676331863274587,yes,rent,1,skilled,1,none,none,none,'female div/dep/mar','real estate','used car',4,'no known savings'
30,50,'no checking',good,1212,'existing paid',6,'1<=X<4',1,0.32556044631348674,0.4970902388483525,1.1166783614144271,1.2485465764939354,0.764576638588851,0.980999080518183,1.2947388864609266,1.1762750560441249,1.4038648161332434,0.6600868041871273,yes,rent,2,skilled,1,none,none,none,'male single','life insurance','used car',4,'500<=X<1000'
31,55,'0<=X<200',good,9526,'all paid',42,unemployed,1,0.2921914187370831,0.5710471818154289,0.6828237471946094,1.1244378875547143,1.0143711344711817,0.8083570122562915,0.8926493759978922,0.665176255483965,1.2718097575263145,0.30292956378550195,yes,'for free',1,'high qualif/self emp/mgmt',1,none,bank,yes,'male single','no known property','used car',2,'<100'
32,26,'>=200',good,2416,'existing paid',15,'4<=X<7',1,0.435180605127291,0.6086428549935465,0.8455983883773315,0.7660788286346065,1.5977358521342127,1.3303825175376525,0.7266729761973064,1.0984499917697021,0.9847581709497931,0.5990332041157538,yes,rent,2,skilled,1,none,none,yes,'male single','life insurance',business,4,'<100'
33,44,'no checking',bad,5853,'existing paid',24,'<1',2,0.39708574038061717,0.4674050995986121,1.3933562864945737,1.3289375530301035,1.0182285102755781,0.7340199320500963,0.870605913492616,1.4467549256943917,0.6624898297854644,0.4391020822411462,yes,own,1,skilled,1,none,none,yes,'female div/dep/mar',car,radio/tv,1,'no known savings'
34,28,'no checking',good,1636,'existing paid',24,'4<=X<7',1,0.5686628906002732,0.6100556840101291,0.6318594403621036,0.9611611321979713,0.6617038226297116,1.1420202996618467,0.6853296376162357,1.4552659606219422,1.1377131786553885,0.47378867566162086,yes,own,4,skilled,1,none,none,none,'female div/dep/mar',car,radio/tv,1,'500<=X<1000'
35,26,'0<=X<200',good,895,'existing paid',8,'<1',1,0.5272174912380672,0.6301658950879707,0.553805386597028,1.1176339682304943,1.0256320342457876,0.9841885767218346,0.7205927300628235,1.3035478555315554,1.1537654893759965,0.6470633505150851,yes,own,3,skilled,1,none,none,yes,'male mar/wid','real estate',business,2,'<100'
36,36,'0<=X<200',good,2647,'existing paid',24,'>=7',1,0.29315882174390645,0.6122957412808324,1.0176842120297973,0.7373224790149957,0.8097003894840846,1.2401742943520044,1.2799322335340697,1.1288352657572933,0.402756007490511,0.49411266701729395,yes,'for free',4,skilled,1,none,bank,yes,'male single','no known property','used car',4,'no known savings'
37,38,'<0',good,2364,'critical/other existing credit',12,'1<=X<4',2,0.3768055001855377,0.6417022974354313,1.1049685777453793,1.0278989374605345,1.120354873956252,1.1962333320420757,0.3917146109229304,0.6648362320230855,1.3637849007285607,0.46453954507366135,no,own,4,'unskilled resident',1,none,bank,none,'male single','life insurance','new car',4,'<100'
38,21,'<0',bad,1802,'existing paid',24,'1<=X<4',1,0.6829194118310142,0.7023944205408984,1.6251268581113165,0.5930692336629554,1.1955185979594727,0.8562354151834441,0.8757991537343901,1.6866093175922967,1.0751347349415061,0.7274477048974989,yes,rent,2,'unskilled resident',2,none,none,none,'male single','real estate',radio/tv,4,'<100'
39,54,'<0',good,1466,'critical/other existing credit',12,'>=7',1,0.21598426387091207,0.5583869544061055,1.259193207258218,1.3189190225223415,1.1281227777953917,0.7992961049671499,0.6893264818205135,1.059566996143141,1.2426657735468993,0.6913910786994205,yes,own,4,skilled,1,none,none,none,'male single','real estate','used car',3,'<100'
40,53,'no checking',good,2781,'existing paid',24,'>=7',1,0.5372724225699363,0.4877358066208254,1.1783256369248094,1.507769107984375,1.0621194309362676,1.0518048705981946,0.6428282678949648,0.2738333655509721,1.0336431103908243,0.39609092548209246,yes,own,3,skilled,1,none,none,none,'male single','life insurance',furniture/equipment,4,'500<=X<1000'
41,29,'<0',bad,6962,'delayed previously',36,'1<=X<4',1,0.4803954508238353,0.3825362178491036,0.9944129153788764,0.5955890484664229,0.8737885691137697,1.3720671517776997,1.491998997011513,1.2130315994204075,1.3439189096501285,0.609231578879495,yes,own,4,skilled,1,none,stores,yes,'male single','life insurance',education,3,'<100'
42,42,'<0',good,2609,'existing paid',12,'1<=X<4',1,0.5623986952908007,0.4614517638461705,0.9630297088475632,1.1524664316678446,1.1411519153167369,1.0161992710608092,1.5532178249531448,0.7796915645856233,1.0420881005198164,0.42169628318047214,yes,own,2,skilled,1,none,none,none,'male div/sep',car,furniture/equipment,1,'<100'
43,28,'0<=X<200',bad,5255,'critical/other existing credit',30,unemployed,2,0.5170799138846245,0.46163532500209264,0.8906643235083663,0.6816639546459956,0.7805389651943163,1.4695076732857877,1.033618899994815,1.4472475877610331,1.275179270680583,0.47710111980934944,yes,own,4,'high qualif/self emp/mgmt',1,none,none,none,'male mar/wid',car,'new car',2,'<100'
44,34,'no checking',good,2695,'no credits/all paid',12,'>=7',2,0.5395375867982584,0.4936968808825195,1.5065460855923287,1.4015787880507133,0.8248440694758632,0.8132123239441394,0.3662750625572115,1.270163232675932,1.5011477151070216,0.6817248819304222,yes,own,2,skilled,1,none,none,none,'male single','life insurance',furniture/equipment,4,'<100'
45,22,'<0',good,2386,'all paid',24,'1<=X<4',1,0.4821897761350948,0.5796757275974459,1.3879222185422815,0.5739996104817205,0.7017907185983916,1.0987690184312757,1.1358381768860741,0.8409798048994745,0.7370624449573175,0.691910362313106,yes,own,4,skilled,1,none,stores,yes,'male single','real estate',furniture/equipment,4,'500<=X<1000'
46,34,'0<=X<200',good,3201,'existing paid',12,'<1',1,0.19708280886604665,0.6804156834064903,0.8704054878384753,0.608946326855975,1.2196542439672444,1.4352495446162408,0.5393408997200904,0.7732352533111946,0.7986460986213723,0.5154198996923607,yes,rent,3,'high qualif/self emp/mgmt',1,none,none,none,'female div/dep/mar','real estate',furniture/equipment,1,'<100'
47,34,'0<=X<200',good,5858,'critical/other existing credit',36,'1<=X<4',2,0.49818589493734433,0.5856542045668323,0.6608821758799291,0.9794434249188012,0.8381535056519227,0.78193824373677,1.2655352081527518,1.2128612699442454,0.9461528619843906,0.4908498577850189,yes,own,3,skilled,1,none,none,yes,'male single',car,'used car',4,'<100'
48,34,'<0',bad,11791,'existing paid',30,'<1',1,0.6830981486814033,0.4487802041403666,1.471543172394479,0.8173699350658787,1.0243509725166695,1.2171259255254858,1.3181919251345944,1.1083303696448863,0.5120852608010367,0.5485164495062644,yes,own,1,'unskilled resident',1,none,none,yes,'male div/sep','no known property',repairs,1,'<100'
49,31,'<0',bad,6721,'existing paid',48,'1<=X<4',1,0.4052157025420273,0.3866299952070716,0.8911308375671938,1.3603209776995677,0.5633982003311587,1.0820729960696118,0.686021493610092,1.0699892510152245,0.7784703450888516,0.3841353686825447,yes,own,3,skilled,1,none,none,yes,'female div/dep/mar',car,radio/tv,2,'<100'
50,35,'no checking',good,1180,'critical/other existing credit',12,'1<=X<4',2,0.5114825282593523,0.6010040938618876,1.4331275573679536,1.405644771383126,0.8871657128211474,1.0588316153013564,1.1615620888856149,0.6368489253998582,1.0119273624974867,0.5558515999308009,yes,own,4,skilled,1,none,none,none,'female div/dep/mar','life insurance',radio/tv,2,'<100'
51,22,'no checking',good,1528,'critical/other existing credit',12,'<1',2,0.4878538358180328,0.5673428942149921,1.1232548583819257,0.6874152974843533,1.4467638546975798,1.4301765018403225,0.7859702039924465,0.9509867832443888,0.5956266824793863,0.5298010776003483,yes,rent,2,'unskilled resident',1,none,none,none,'female div/dep/mar','life insurance',furniture/equipment,4,'<100'
52,25,'no checking',good,1425,'existing paid',22,'4<=X<7',1,0.4190529455626854,0.3705554922038066,1.2256787397878428,1.2674171741198403,0.42723705111261906,1.3533994023247211,1.1970845540137756,1.2297402193235656,0.5422059317315006,0.5877205979941136,yes,rent,4,skilled,1,none,none,none,'female div/dep/mar','life insurance','new car',4,'no known savings'
53,33,'>=200',good,1319,'existing paid',12,'<1',1,0.3281827587034064,0.4523052586578158,1.4770809472814226,1.026689518084054,1.0712242809301897,0.5166317175048447,1.454083798451529,0.48127026625731933,1.6845457553058845,0.5421051079077102,yes,own,4,'high qualif/self emp/mgmt',1,none,bank,yes,'female div/dep/mar','life insurance',furniture/equipment,1,'<100'
54,25,'<0',good,1410,'critical/other existing credit',15,'1<=X<4',2,0.5685740986142579,0.5874973900338346,0.5683569038011387,0.7317411325235981,1.160446591048579,0.41923432948838196,0.6447354427338455,0.970963372842818,0.6360851945342687,0.5310264879466239,yes,rent,4,skilled,1,none,none,none,'female div/dep/mar','life insurance',furniture/equipment,3,'<100'
55,36,'no checking',good,1323,'existing paid',12,'4<=X<7',1,0.3557222262743542,0.7287962511516408,0.6834482702870921,0.7518646735262114,1.193151031642505,0.8066077703920702,0.9857039097927448,1.2422620473006016,0.6128520378590274,0.38364826498916016,yes,own,2,skilled,1,none,none,yes,'male single',car,business,4,'<100'
56,26,'no checking',good,3202,'delayed previously',33,'1<=X<4',2,0.44880967240505226,0.7610208028185818,0.9118768917931556,0.6548370221562052,0.3985332861632623,0.871436539554364,1.1046007904529902,0.7792676020428376,1.5809082812175517,0.4257987468258304,yes,own,2,skilled,1,none,none,yes,'female div/dep/mar',car,business,2,'<100'
57,26,'no checking',good,5620,'delayed previously',27,'4<=X<7',2,0.5683421118039682,0.8049870100147035,1.0607251146137593,1.2175263769199398,1.2077390794013447,1.0580537129393908,0.7383077549644341,1.0732681132050457,1.6827380978996418,0.6369066497065561,yes,own,3,skilled,1,none,none,none,'male single',car,business,4,'<100'
58,29,'0<=X<200',good,3354,'existing paid',24,'<1',1,0.37872899613772487,0.5612876057516937,0.8948812933710477,0.8459045182609072,1.5289595029287164,1.1800604413422833,1.131869829689812,0.5118308404214749,1.3636389857292879,0.3447855325912691,yes,own,2,skilled,1,none,none,none,'male single',car,radio/tv,1,'100<=X<500'
59,30,'no checking',bad,2019,'critical/other existing credit',18,'1<=X<4',2,0.41101545190727123,0.5193663478806955,1.5084643919659149,1.051040119988524,0.5082710433356623,1.319527290222577,0.6348491441186621,1.1041377063419624,0.8426853484619587,0.2810353706831197,yes,own,4,skilled,1,none,none,none,'female div/dep/mar','real estate',education,2,'100<=X<500'
60,64,'0<=X<200',good,250,'existing paid',6,'1<=X<4',1,0.5666729664007144,0.35832397148646594,0.47609694036938827,1.0623706544261957,0.7435319021159218,1.5089958591224115,1.3769436403672808,0.8942392452110932,1.0814357178921357,0.7964879021275542,yes,own,2,skilled,1,guarantor,none,none,'female div/dep/mar','real estate',radio/tv,3,'<100'
61,27,'0<=X<200',good,9462,'delayed previously',60,'1<=X<4',1,0.37080896981743944,0.5863455894027099,1.0709849387222656,1.501494374046362,0.6252502823612678,0.5779205532586819,1.473395740206535,0.909554624345073,1.6146303910714335,0.7308575709026452,yes,'for free',2,'high qualif/self emp/mgmt',1,none,none,none,'male single','no known property',radio/tv,2,'no known savings'
62,25,'0<=X<200',bad,884,'all paid',15,'1<=X<4',1,0.41970943955252105,0.38112422421100917,1.3958716004083693,0.8776561542775023,0.6146964781810039,0.8669937954822232,0.8028501321088184,1.0386466700836172,1.0739159391776412,0.47337679007366096,yes,rent,2,skilled,1,none,none,none,'male mar/wid','life insurance','new car',2,'100<=X<500'
63,55,'<0',bad,6721,'all paid',24,'<1',1,0.38331000289812367,0.6338397279530233,1.3354023895694178,1.0393180583326616,1.1982895096213115,0.855432656862618,1.6025260780704098,1.2526196316877296,1.6901681863678149,0.3334079499941922,yes,own,2,skilled,1,none,bank,yes,'male div/sep','life insurance',furniture/equipment,1,'<100'
64,40,'no checking',good,560,'existing paid',10,'4<=X<7',1,0.20681474645939402,0.6323005660931844,1.2314505371721824,1.4519858290131613,0.9386299119729421,1.601525948787344,0.884113209081058,1.3387436079458586,0.563520970874504,0.9228921467721685,yes,own,4,skilled,1,none,none,yes,'female div/dep/mar','life insurance',retraining,3,'no known savings'
65,42,'<0',bad,3814,'existing paid',36,'>=7',1,0.5620633722321652,0.5955588155694228,0.6346506409172775,0.8544086769516854,0.5879253720057336,0.9398259936769661,1.1238538654175292,0.46971547149977266,0.35564152859234416,0.47589534694966884,yes,own,4,skilled,2,none,none,none,'male single',car,furniture/equipment,2,'<100'
66,39,'<0',bad,10280,'existing paid',48,'4<=X<7',3,0.40371798211934323,0.6125399261088575,0.7201567800419769,0.7487095424145951,0.297960928060612,1.0274614655825483,0.9993767848976287,0.9386256495851936,1.185943110060542,0.45783102669964926,yes,'for free',4,skilled,2,none,stores,yes,'male single','no known property','used car',4,'<100'
67,23,'>=200',good,1115,'existing paid',10,'<1',1,0.4499224329856777,0.571311596261325,1.0064946371077057,1.2508760547794173,0.7367162165703764,0.6321995684547486,1.071891617934309,0.9442396662637317,0.44818075137028957,0.55813510817577,yes,own,4,skilled,1,none,none,none,'female div/dep/mar','life insurance',furniture/equipment,2,'<100'
68,30,'<0',good,1981,'critical/other existing credit',21,'>=7',2,0.49616394619984233,0.7502199879471453,1.4147045664268765,0.9672133765995263,1.1235242235563496,1.3997185333815845,0.5774539402016448,0.9674002873351004,0.6387757763555026,0.4080879758112447,yes,own,4,skilled,1,none,none,yes,'male mar/wid',car,'new car',3,'<100'
69,35,'no checking',good,5563,'critical/other existing credit',36,'>=7',2,0.47948555149548355,0.6053674686088992,0.5895207103844011,0.928014225979876,1.6272771426147674,0.9567882950732312,0.22870121308123206,1.6417945905212576,0.7308082399876511,0.5340430518071142,yes,own,2,skilled,2,none,none,yes,'male single','life insurance','used car',2,'<100'
70,30,'0<=X<200',good,8085,'no credits/all paid',48,'<1',2,0.49903986587956023,0.6417899397197756,1.1082734468238518,0.7855521366918897,1.0077978675433157,0.6790258844177371,1.2126224515752746,1.2167974289053243,1.2908382476589657,0.3959841774423435,yes,own,1,skilled,1,none,none,none,'female div/dep/mar',car,'new car',1,'500<=X<1000'
71,22,'0<=X<200',good,4207,'existing paid',30,'<1',1,0.5071948700554954,0.5177520330848188,0.9432692977873891,0.5809570978932292,0.9002227324663814,0.8768272993867738,1.1535570199594185,0.9961974081314777,0.44769308201126656,0.485284141854471,yes,own,2,skilled,1,none,none,none,'male mar/wid','life insurance',furniture/equipment,1,'<100'
72,34,'no checking',good,1833,'delayed previously',21,'4<=X<7',2,0.32272042735223344,0.7054732253511385,0.4963258024714592,0.5156681681184271,0.6337836115064748,1.372750792080835,0.9372515017310677,1.1576894431865727,0.9969222472704174,0.29308569565894316,yes,own,4,'high qualif/self emp/mgmt',1,none,none,none,'male single','real estate',furniture/equipment,3,'100<=X<500'
73,36,'no checking',good,7151,'critical/other existing credit',30,'4<=X<7',2,0.7287099131169184,0.46453999138456104,1.1905761641727908,0.989496377569071,1.2731155126946891,1.088109423208791,0.6640724537349985,1.0189622593555936,0.5217527360328775,0.6930671410902273,yes,own,2,skilled,1,none,none,none,'male single','life insurance',radio/tv,3,'no known savings'
74,25,'0<=X<200',good,1333,'existing paid',9,'>=7',1,0.3123554279402808,0.5598439703653585,1.0910384468448737,0.5852936525341613,1.1603705250796839,0.7644734056104778,0.966862357478006,1.131570209570702,1.2993702809386167,0.41505058279036455,yes,own,4,skilled,1,none,none,none,'female div/dep/mar','real estate',radio/tv,4,'<100'
75,56,'no checking',good,1495,'existing paid',6,'<1',1,0.635259064745399,0.5869597472302325,0.6134751045476413,1.3760669929837421,0.8917560769137717,0.6704710586139325,0.24261063743816155,1.176046312878706,0.6144705407243973,0.3405270202600136,yes,own,1,skilled,1,none,none,none,'female div/dep/mar','no known property',education,2,'<100'
76,31,'<0',bad,3003,'existing paid',30,'<1',1,0.738432040167855,0.43493617257344397,1.3547555460100416,0.737503670617438,0.7313875585523215,0.4789367094895117,0.8497388516971279,0.8868074144901725,0.9174296092337166,0.42265972851952927,yes,own,2,'unskilled resident',1,none,none,none,'male div/sep','life insurance',furniture/equipment,4,'<100'
77,35,'no checking',good,7239,'critical/other existing credit',33,'4<=X<7',2,0.7748593654207786,0.5907598843034044,1.160084116309789,1.6398520381682369,1.347172273784936,0.6790052531139908,0.7391259983127424,1.6791305720656995,0.8130646531322897,0.5541492712193938,yes,own,3,'high qualif/self emp/mgmt',1,none,none,yes,'male single',car,'used car',2,'<100'
78,52,'no checking',good,2192,'critical/other existing credit',24,'>=7',2,0.3970048497686267,0.8015497737770684,0.8968609684921015,0.7190446254401093,1.3336829307471718,0.43073331375531815,0.6597086658775647,0.9070543199634007,1.0793493777677161,0.40416164774726737,yes,own,4,skilled,1,none,bank,none,'male single','life insurance',radio/tv,4,'100<=X<500'
79,24,'<0',good,861,'existing paid',12,'>=7',1,0.5696185570868629,0.5042122752854562,0.9460440444412777,1.3893331930553843,1.0496306961241517,1.3240743963234507,0.7176149823353728,0.6660617742639288,1.1892360418894263,0.7350851564297458,yes,rent,4,skilled,1,none,none,none,'female div/dep/mar','life insurance',furniture/equipment,4,'<100'
80,24,'<0',good,3156,'existing paid',24,'1<=X<4',1,0.3862170361666452,0.6238227203344977,1.1660419618929172,1.2964038467145398,1.0425033616915647,0.9532527402284201,1.2341895646996903,0.6663856250400815,1.1802456342384318,0.4108197103441378,yes,rent,2,'unskilled resident',1,none,none,none,'male div/sep','real estate',furniture/equipment,2,'<100'
81,26,'>=200',bad,3856,'existing paid',36,'1<=X<4',1,0.37203219125676507,0.6397655684724097,0.8159974394116419,0.8094127079645999,1.4497024648312355,1.4545680169839785,0.881301360192914,0.49771404387608564,1.5662287819591953,0.8152833968051698,yes,own,4,skilled,1,none,none,none,'male single',car,radio/tv,2,'<100'
82,31,'no checking',good,1592,'existing paid',12,'4<=X<7',1,0.717375128708575,0.6110814333598055,1.4017191130845306,0.5085182395485136,0.5251819661912749,1.025672181226322,1.2501561534881152,0.913958973340123,1.2098803335213244,0.5401152334335755,yes,own,3,'unskilled resident',1,none,none,none,'female div/dep/mar','real estate',furniture/equipment,4,'<100'
